cluster,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,-0.9234668559204026,-0.3929331178432998,-0.49312571163828756,0.17012195078791678,-0.49032869442813826,-0.07576891010505092,0.020754023957152073,-0.033439238207999815,0.05810160708256298,-0.8993769855080523,0.46050458517579607,0.2700025442027837,-0.7517256559290841
1,0.16444358896995104,0.8690954472537675,0.18637259499845887,0.5228924410811494,-0.07526046614302305,-0.9765754839938485,-1.2118292123465366,0.724021159373093,-0.777513117179065,0.9388902409225227,-1.1615121632678664,-1.2887761433394724,-0.40594284143656023
2,0.8328826225380412,-0.3029550830665752,0.3636801437349541,-0.6084748596186014,0.575962079211664,0.882747239363138,0.9750690043944902,-0.5605085265243175,0.5786542663833174,0.17058228662862512,0.47265035951990975,0.7770551280182614,1.1220202023976615
